order_id,order_date,region,product,quantity,revenue
ORD001267,2025-04-25 23:59:45.645053,East,Paneer 200g,23,508.07
ORD001268,2025-09-11 23:59:45.645053,West,Cola 500ml,4,1222.84
ORD001269,2026-01-12 23:59:45.645053,West,Soy Sauce 200ml,21,7079.94
ORD001270,,East,Water Bottle 1L,49,10175.34
ORD001271,2025-10-05 23:59:45.645053,West,Dal Tadka Ready Meal,48,17623.199999999997
ORD001272,2025-11-26 23:59:45.645053,North,Cola 500ml,44,14993.439999999999
ORD001273,,South,Paneer Curry Ready Meal,41,20395.04
ORD001274,2026-01-16 23:59:45.645053,Central,Chili Sauce 250g,20,6099.2
ORD000379,2026-01-04 23:59:45.645053,South,Water Bottle 1L,23,3443.56
ORD001276,2025-05-16 23:59:45.645053,East,Milk 1L,41,17420.079999999998
ORD001277,2025-11-23 23:59:45.645053,West,Dal Tadka Ready Meal,35,4104.45
ORD001278,2025-05-04 23:59:45.645053,South,Paneer 200g,18,7498.44
ORD000435,2025-02-26 23:59:45.645053,Central,Chili Sauce 250g,47,8167.66
ORD001280,2025-08-08 23:59:45.645053,Central,Chicken Biryani Ready Meal,18,826.3799999999999
ORD001281,2025-05-21 23:59:45.645053,South,Milk 1L,5,2145.55
ORD001282,2025-06-19 23:59:45.645053,South,Paneer Curry Ready Meal,48,15206.880000000001
ORD001283,2025-12-12 23:59:45.645053,Central,Cheese Spread 100g,26,1336.14
ORD001284,2025-09-30 23:59:45.645053,West,Chicken Biryani Ready Meal,31,3199.82
ORD001285,2025-03-25 23:59:45.645053,Central,Paneer Curry Ready Meal,36,11278.44
ORD001286,2025-07-14 23:59:45.645053,West,Mango Juice 1L,33,10560.0
ORD001287,2025-02-08 23:59:45.645053,East,Tomato Ketchup 500g,9,335.88
ORD001288,2025-05-27 23:59:45.645053,North,Biscuits 200g,35,14359.449999999999
ORD001289,2026-01-10 23:59:45.645053,South,Water Bottle 1L,5,2386.9
ORD001290,,South,Dal Tadka Ready Meal,15,6481.05
ORD001291,2025-07-14 23:59:45.645053,East,Tomato Ketchup 500g,50,20887.5
ORD001292,2025-08-06 23:59:45.645053,East,Dal Tadka Ready Meal,45,22002.75
ORD001293,2025-03-02 23:59:45.645053,South,Chili Sauce 250g,29,9155.3
ORD001294,invalid_date,East,Yogurt 500g,10,3733.6000000000004
ORD001295,2025-07-12 23:59:45.645053,North,Water Bottle 1L,32,7332.48
ORD001296,invalid_date,East,Yogurt 500g,9,281.25
ORD001297,2025-08-04 23:59:45.645053,West,Potato Chips 50g,40,4470.0
ORD001298,2025-11-15 23:59:45.645053,South,Chili Sauce 250g,13,6223.88
ORD001299,2025-03-12 23:59:45.645053,Central,Chili Sauce 250g,17,4991.71
ORD001300,2025-09-08 23:59:45.645053,East,Potato Chips 50g,24,9197.039999999999
ORD001301,2025-05-08 23:59:45.645053,North,Cola 500ml,50,18393.5
ORD001302,2025-03-04 23:59:45.645053,Central,Mango Juice 1L,5,1395.4499999999998
ORD001303,2025-06-15 23:59:45.645053,West,Chicken Biryani Ready Meal,46,17835.120000000003
ORD001304,2026-01-10 23:59:45.645053,West,Potato Chips 50g,6,1062.42
ORD001305,2025-08-25 23:59:45.645053,West,Dal Tadka Ready Meal,42,14934.779999999999
ORD001306,2026-01-01 23:59:45.645053,South,Chicken Biryani Ready Meal,44,10837.64
ORD001307,2025-08-20 23:59:45.645053,South,Potato Chips 50g,41,15690.289999999999
ORD001308,2026-01-01 23:59:45.645053,East,Potato Chips 50g,14,1801.24
ORD001309,2025-04-01 23:59:45.645053,North,Chili Sauce 250g,6,550.4399999999999
ORD000535,2025-10-01 23:59:45.645053,Central,Milk 1L,6,1435.8000000000002
ORD001311,2025-03-01 23:59:45.645053,Central,Chicken Biryani Ready Meal,35,3858.3999999999996
ORD001312,2025-03-22 23:59:45.645053,Central,Cola 500ml,13,3755.96
ORD001313,2025-05-21 23:59:45.645053,South,Potato Chips 50g,18,6796.44
ORD001314,,East,Soy Sauce 200ml,5,1517.8
ORD001315,2025-09-04 23:59:45.645053,East,Chicken Biryani Ready Meal,28,13039.6
ORD000570,2025-11-22 23:59:45.645053,Central,Soy Sauce 200ml,36,15910.920000000002
ORD001317,2025-02-08 23:59:45.645053,,Soy Sauce 200ml,13,1453.53
ORD001318,2025-10-26 23:59:45.645053,West,Potato Chips 50g,20,7945.0
ORD001319,2025-03-06 23:59:45.645053,Central,Namkeen Mix 100g,28,13314.56
ORD001320,2025-05-04 23:59:45.645053,Central,Potato Chips 50g,11,430.65
ORD001321,2025-08-20 23:59:45.645053,East,Chicken Biryani Ready Meal,17,794.07
ORD000653,2026-01-06 23:59:45.645053,North,Chicken Biryani Ready Meal,12,703.08
ORD001323,2025-02-20 23:59:45.645053,North,Milk 1L,17,2722.04
ORD001324,2025-11-08 23:59:45.645053,Central,Paneer 200g,25,11389.75
ORD001325,2025-09-14 23:59:45.645053,West,Yogurt 500g,16,5019.84
ORD001326,2025-12-25 23:59:45.645053,Central,Chicken Biryani Ready Meal,21,849.66
ORD001327,2025-08-16 23:59:45.645053,Central,Cola 500ml,35,2065.0
ORD001328,2025-07-28 23:59:45.645053,Central,Paneer Curry Ready Meal,38,5815.900000000001
ORD001329,2025-11-21 23:59:45.645053,East,Tomato Ketchup 500g,26,9637.68
ORD001330,2025-05-07 23:59:45.645053,South,Namkeen Mix 100g,30,1020.3
ORD001331,2026-01-13 23:59:45.645053,Central,Chicken Biryani Ready Meal,9,3122.82
ORD001332,2025-03-30 23:59:45.645053,Central,Yogurt 500g,21,5129.67
ORD001333,2025-08-11 23:59:45.645053,North,Paneer 200g,2,264.42
ORD001334,2025-04-06 23:59:45.645053,South,Milk 1L,28,10056.480000000001
ORD001335,2025-08-29 23:59:45.645053,North,Chicken Biryani Ready Meal,12,2030.7599999999998
ORD001336,2025-02-11 23:59:45.645053,East,Chili Sauce 250g,43,5245.14
ORD001337,2025-04-05 23:59:45.645053,Central,Mango Juice 1L,27,10929.33
ORD001338,2025-03-08 23:59:45.645053,South,Paneer Curry Ready Meal,7,1049.3
ORD001339,2025-06-03 23:59:45.645053,South,Cheese Spread 100g,33,14419.02
ORD001340,2025-04-08 23:59:45.645053,North,Cola 500ml,33,11847.33
ORD001341,2025-09-02 23:59:45.645053,Central,Soy Sauce 200ml,29,8951.72
ORD001342,2025-05-03 23:59:45.645053,North,Dal Tadka Ready Meal,43,8679.12
ORD001343,2025-05-06 23:59:45.645053,West,Mango Juice 1L,25,4233.5
ORD001344,2026-01-03 23:59:45.645053,East,Paneer Curry Ready Meal,16,7398.08
ORD001345,2025-09-07 23:59:45.645053,North,Mango Juice 1L,26,7473.44
ORD001346,invalid_date,North,Potato Chips 50g,11,857.67
ORD001347,2025-06-20 23:59:45.645053,North,Paneer Curry Ready Meal,33,7428.3
ORD001348,2025-04-17 23:59:45.645053,East,Soy Sauce 200ml,28,6039.599999999999
ORD001349,2025-03-20 23:59:45.645053,Central,Namkeen Mix 100g,27,8718.570000000002
ORD000734,2025-04-28 23:59:45.645053,West,Milk 1L,14,5223.400000000001
ORD001351,2025-12-30 23:59:45.645053,North,Milk 1L,38,13682.28
ORD001352,2025-10-07 23:59:45.645053,South,Cola 500ml,35,9756.25
ORD001353,2025-07-18 23:59:45.645053,Central,Chicken Biryani Ready Meal,26,8671.26
ORD001354,invalid_date,West,Cheese Spread 100g,50,5080.0
ORD001355,invalid_date,West,Paneer Curry Ready Meal,28,4844.56
ORD001356,,West,Mango Juice 1L,47,22080.600000000002
ORD001357,2025-05-27 23:59:45.645053,South,Water Bottle 1L,32,2741.44
ORD001358,2025-09-20 23:59:45.645053,North,Water Bottle 1L,27,3122.55
ORD001359,2025-10-22 23:59:45.645053,West,Namkeen Mix 100g,26,5784.74
ORD001360,2025-07-09 23:59:45.645053,East,Soy Sauce 200ml,45,17545.95
ORD001361,2025-05-16 23:59:45.645053,Central,Soy Sauce 200ml,30,7920.599999999999
ORD001362,2025-05-10 23:59:45.645053,South,Biscuits 200g,39,15455.310000000001
ORD001363,2026-01-19 23:59:45.645053,West,Namkeen Mix 100g,47,20757.55
ORD001364,2025-10-04 23:59:45.645053,West,Water Bottle 1L,14,608.86
ORD001365,2025-11-12 23:59:45.645053,South,Chicken Biryani Ready Meal,27,5339.25
ORD001366,2025-04-14 23:59:45.645053,South,Dal Tadka Ready Meal,45,5226.75
ORD001367,2025-12-24 23:59:45.645053,East,Chicken Biryani Ready Meal,50,6660.5
ORD001368,2025-11-09 23:59:45.645053,South,Paneer 200g,22,1102.8600000000001
ORD001369,2025-11-29 23:59:45.645053,,Chicken Biryani Ready Meal,14,3143.56
ORD001370,2025-07-05 23:59:45.645053,Central,Paneer 200g,8,846.56
ORD001371,2025-12-02 23:59:45.645053,South,Cheese Spread 100g,15,1087.2
ORD001372,,East,Water Bottle 1L,9,1862.46
ORD001373,2025-04-17 23:59:45.645053,West,Dal Tadka Ready Meal,8,274.8
ORD001374,2025-09-03 23:59:45.645053,South,Biscuits 200g,38,18577.06
ORD001375,2025-11-18 23:59:45.645053,West,Yogurt 500g,5,1221.7
ORD001376,2025-02-02 23:59:45.645053,,Soy Sauce 200ml,39,2224.56
ORD001377,,South,Soy Sauce 200ml,11,5058.35
ORD001378,2025-10-09 23:59:45.645053,South,Biscuits 200g,35,16427.25
ORD001379,2025-11-01 23:59:45.645053,East,Paneer Curry Ready Meal,25,8421.75
ORD001380,2026-01-09 23:59:45.645053,Central,Paneer 200g,27,3156.3
ORD001381,2025-04-02 23:59:45.645053,North,Cola 500ml,15,4373.7
ORD001382,2025-08-11 23:59:45.645053,South,Chili Sauce 250g,6,1961.46
ORD001383,2026-01-12 23:59:45.645053,East,Mango Juice 1L,2,813.5
ORD001384,2025-04-27 23:59:45.645053,East,Paneer Curry Ready Meal,36,7845.12
ORD001385,2025-09-28 23:59:45.645053,West,Chili Sauce 250g,16,1237.92
ORD001386,2025-04-14 23:59:45.645053,West,Potato Chips 50g,35,3777.55
ORD001387,2026-01-24 23:59:45.645053,Central,Cheese Spread 100g,25,7844.499999999999
ORD000320,2026-01-02 23:59:45.645053,East,Water Bottle 1L,20,7335.4
ORD001389,2025-07-13 23:59:45.645053,Central,Potato Chips 50g,10,2233.0
ORD001390,2025-06-20 23:59:45.645053,North,Yogurt 500g,28,1528.52
ORD001391,2025-12-04 23:59:45.645053,West,Namkeen Mix 100g,43,16626.81
ORD001392,2025-04-30 23:59:45.645053,North,Soy Sauce 200ml,25,3223.5
ORD001393,2025-04-29 23:59:45.645053,East,Potato Chips 50g,13,2477.54
ORD001394,2026-01-27 23:59:45.645053,North,Dal Tadka Ready Meal,8,868.16
ORD001395,2025-07-13 23:59:45.645053,West,Dal Tadka Ready Meal,8,3476.96
ORD001396,2025-06-25 23:59:45.645053,North,Milk 1L,32,14032.64
ORD001397,2026-01-16 23:59:45.645053,West,Yogurt 500g,15,378.75
ORD001398,,Central,Chili Sauce 250g,8,3624.88
ORD001399,2025-11-11 23:59:45.645053,West,Potato Chips 50g,13,4833.400000000001
ORD001400,2025-07-29 23:59:45.645053,West,Dal Tadka Ready Meal,35,4321.8
ORD001401,2025-12-04 23:59:45.645053,West,Mango Juice 1L,43,9708.11
ORD001402,2025-06-23 23:59:45.645053,West,Paneer 200g,12,4588.32
ORD001403,2025-09-29 23:59:45.645053,North,Water Bottle 1L,16,6364.48
ORD001404,2025-12-04 23:59:45.645053,North,Biscuits 200g,26,8295.56
ORD001405,2025-07-19 23:59:45.645053,South,Tomato Ketchup 500g,23,3515.78
ORD001406,2025-07-26 23:59:45.645053,East,Chicken Biryani Ready Meal,24,3811.68
ORD001403,2025-11-04 23:59:45.645053,Central,Dal Tadka Ready Meal,2,758.3
ORD001408,2025-03-06 23:59:45.645053,North,Paneer 200g,10,733.5
ORD001383,2026-01-25 23:59:45.645053,West,Namkeen Mix 100g,32,5284.48
ORD001410,2025-03-01 23:59:45.645053,South,Mango Juice 1L,12,272.88
ORD001411,2026-01-22 23:59:45.645053,North,Water Bottle 1L,44,5581.4
ORD001412,2025-04-30 23:59:45.645053,Central,Biscuits 200g,47,13359.28
ORD001413,2025-05-07 23:59:45.645053,Central,Tomato Ketchup 500g,25,6457.250000000001
ORD001414,2025-02-28 23:59:45.645053,East,Soy Sauce 200ml,-5,-763.0500000000001
ORD001415,2025-08-09 23:59:45.645053,South,Mango Juice 1L,10,1674.7
ORD001416,2025-05-10 23:59:45.645053,East,Paneer 200g,39,3794.3100000000004
ORD001417,2025-10-31 23:59:45.645053,West,Yogurt 500g,32,9471.36
ORD001418,2025-03-25 23:59:45.645053,West,Cola 500ml,21,6647.97
ORD001419,2025-07-28 23:59:45.645053,South,Dal Tadka Ready Meal,20,7187.6
ORD001420,2025-05-04 23:59:45.645053,North,Cola 500ml,25,4890.5
ORD001421,2025-09-16 23:59:45.645053,West,Dal Tadka Ready Meal,20,5521.599999999999
ORD001422,2025-02-23 23:59:45.645053,South,Paneer Curry Ready Meal,43,12403.35
ORD001423,2025-08-20 23:59:45.645053,North,Potato Chips 50g,42,10613.82
ORD001424,2025-09-11 23:59:45.645053,South,Dal Tadka Ready Meal,10,2261.6
ORD001425,2025-11-20 23:59:45.645053,West,Chicken Biryani Ready Meal,8,93.68
ORD001426,2025-10-04 23:59:45.645053,Central,Mango Juice 1L,13,4044.69
ORD001427,2025-12-02 23:59:45.645053,Central,Paneer Curry Ready Meal,1,271.18
ORD001428,2025-08-23 23:59:45.645053,West,Potato Chips 50g,41,12165.109999999999
ORD001429,2025-02-15 23:59:45.645053,West,Biscuits 200g,36,13123.44
ORD001430,2025-09-26 23:59:45.645053,East,Biscuits 200g,40,10126.0
ORD001431,2025-03-08 23:59:45.645053,South,Potato Chips 50g,20,304.8
ORD001432,2025-12-12 23:59:45.645053,North,Water Bottle 1L,49,8098.72
ORD001433,2025-06-28 23:59:45.645053,Central,Chili Sauce 250g,48,12707.52
ORD001434,2026-01-11 23:59:45.645053,West,Biscuits 200g,1,298.76
ORD001435,invalid_date,South,Namkeen Mix 100g,14,2751.28
ORD001436,2025-04-29 23:59:45.645053,East,Yogurt 500g,1,195.02
ORD001437,2025-02-01 23:59:45.645053,Central,Milk 1L,41,2953.6400000000003
ORD001438,2025-12-01 23:59:45.645053,North,Chicken Biryani Ready Meal,1,257.74
ORD001439,2026-02-01 23:59:45.645053,South,Paneer 200g,29,6073.76
ORD001440,2025-11-21 23:59:45.645053,South,Water Bottle 1L,25,7256.999999999999
ORD001441,2025-10-18 23:59:45.645053,West,Dal Tadka Ready Meal,25,5646.5
ORD001442,2025-06-29 23:59:45.645053,East,Paneer 200g,38,8461.08
ORD001443,2025-12-15 23:59:45.645053,West,Cola 500ml,48,17120.16
ORD000863,2025-12-03 23:59:45.645053,Central,Milk 1L,17,846.94
ORD001445,2025-07-12 23:59:45.645053,West,Yogurt 500g,44,7039.12
ORD001446,2025-04-29 23:59:45.645053,South,Cheese Spread 100g,27,10336.679999999998
ORD001447,2025-07-31 23:59:45.645053,South,Paneer Curry Ready Meal,5,1728.75
ORD001448,2025-07-16 23:59:45.645053,East,Yogurt 500g,46,2015.72
ORD001449,2025-11-16 23:59:45.645053,East,Milk 1L,15,5157.45
ORD001450,2025-08-01 23:59:45.645053,West,Biscuits 200g,8,3335.68
ORD001451,2025-10-07 23:59:45.645053,North,Paneer Curry Ready Meal,45,8574.3
ORD001452,2025-12-11 23:59:45.645053,South,Yogurt 500g,-10,-4840.2
ORD001453,2025-12-24 23:59:45.645053,Central,Tomato Ketchup 500g,34,10621.26
ORD001454,2025-10-02 23:59:45.645053,West,Dal Tadka Ready Meal,27,2459.16
ORD001455,2025-06-24 23:59:45.645053,East,Cheese Spread 100g,40,1296.8000000000002
ORD001456,2025-07-19 23:59:45.645053,Central,Dal Tadka Ready Meal,2,646.9
ORD001457,2025-05-17 23:59:45.645053,West,Yogurt 500g,27,10110.69
ORD001458,2025-11-24 23:59:45.645053,Central,Potato Chips 50g,42,11154.779999999999
ORD001459,2025-05-31 23:59:45.645053,West,Dal Tadka Ready Meal,4,330.24
ORD001460,2025-11-02 23:59:45.645053,Central,Tomato Ketchup 500g,22,8660.3
ORD001461,2025-11-05 23:59:45.645053,South,Yogurt 500g,35,1978.2
ORD001462,2025-07-15 23:59:45.645053,East,Mango Juice 1L,4,412.56
ORD001463,2025-02-23 23:59:45.645053,Central,Soy Sauce 200ml,14,1732.92
ORD001464,2025-07-24 23:59:45.645053,West,Cola 500ml,11,4694.469999999999
ORD001465,2025-11-25 23:59:45.645053,Central,Paneer 200g,31,15323.61
ORD001466,,West,Paneer 200g,34,15210.24
ORD001467,2025-04-17 23:59:45.645053,South,Tomato Ketchup 500g,44,6230.4
ORD001468,2025-10-11 23:59:45.645053,West,Chicken Biryani Ready Meal,10,4715.1
ORD001316,2025-02-16 23:59:45.645053,North,Water Bottle 1L,40,16139.6
ORD001470,2025-04-17 23:59:45.645053,North,Cheese Spread 100g,27,2016.9
ORD001471,2025-09-06 23:59:45.645053,Central,Tomato Ketchup 500g,23,2469.0499999999997
ORD001472,2025-08-22 23:59:45.645053,Central,Water Bottle 1L,45,20744.55
ORD001473,2025-07-09 23:59:45.645053,Central,Potato Chips 50g,6,2285.16
ORD001474,2025-05-12 23:59:45.645053,East,Tomato Ketchup 500g,17,1099.9
ORD001475,2025-12-15 23:59:45.645053,East,Dal Tadka Ready Meal,42,14779.8
ORD001476,2026-01-17 23:59:45.645053,Central,Namkeen Mix 100g,29,3330.94
ORD001477,2025-02-10 23:59:45.645053,North,Mango Juice 1L,14,6574.259999999999
ORD001478,2025-09-18 23:59:45.645053,South,Chicken Biryani Ready Meal,12,2405.88
ORD001479,2025-04-18 23:59:45.645053,North,Cheese Spread 100g,43,20103.36
ORD001480,2025-05-01 23:59:45.645053,West,Biscuits 200g,33,5758.5
ORD001481,2025-03-12 23:59:45.645053,South,Tomato Ketchup 500g,22,-1326.8200000000002
ORD001482,2025-07-31 23:59:45.645053,West,Cola 500ml,10,2084.9
ORD001483,2025-11-08 23:59:45.645053,East,Paneer Curry Ready Meal,2,712.38
ORD001484,2025-04-30 23:59:45.645053,Central,Water Bottle 1L,5,1175.15
ORD001485,2025-12-14 23:59:45.645053,South,Cola 500ml,7,1627.36
ORD001486,2025-06-13 23:59:45.645053,West,Potato Chips 50g,6,1195.02
ORD001487,2025-11-01 23:59:45.645053,West,Chili Sauce 250g,11,5101.469999999999
ORD001488,2025-02-28 23:59:45.645053,Central,Cheese Spread 100g,23,10940.41
ORD001489,2025-04-04 23:59:45.645053,South,Soy Sauce 200ml,43,13013.519999999999
ORD001490,2025-11-05 23:59:45.645053,Central,Cola 500ml,9,4304.97
ORD001491,2025-05-23 23:59:45.645053,West,Paneer 200g,32,9051.84
ORD001492,2025-12-24 23:59:45.645053,East,Water Bottle 1L,1,109.66
ORD001493,2025-06-01 23:59:45.645053,East,Tomato Ketchup 500g,37,10242.71
ORD001494,2025-06-12 23:59:45.645053,North,Milk 1L,12,5076.6
ORD000917,2026-01-17 23:59:45.645053,West,Paneer Curry Ready Meal,38,11083.84
ORD001496,2025-10-19 23:59:45.645053,North,Chicken Biryani Ready Meal,11,2047.98
ORD001497,2026-01-30 23:59:45.645053,East,Chili Sauce 250g,45,5476.5
ORD001498,2025-06-23 23:59:45.645053,South,Milk 1L,23,5164.88
ORD001499,2025-09-14 23:59:45.645053,North,Paneer 200g,35,13593.65
ORD001500,2025-06-01 23:59:45.645053,North,Chicken Biryani Ready Meal,42,18252.78
ORD001501,2025-04-01 23:59:45.645053,West,Milk 1L,24,8418.960000000001
ORD001502,2025-04-29 23:59:45.645053,Central,Biscuits 200g,21,7693.77
ORD001503,2025-07-10 23:59:45.645053,West,Water Bottle 1L,43,951.5899999999999
ORD001504,,Central,Water Bottle 1L,34,5133.66
ORD001505,2025-02-21 23:59:45.645053,East,Paneer Curry Ready Meal,50,8752.0
ORD001318,2025-12-30 23:59:45.645053,East,Namkeen Mix 100g,2,706.64
ORD001507,invalid_date,South,Cola 500ml,45,19654.2
ORD001508,invalid_date,North,Potato Chips 50g,5,397.55
ORD001509,2025-05-31 23:59:45.645053,Central,Cola 500ml,43,19834.18
ORD001510,2025-12-30 23:59:45.645053,East,Tomato Ketchup 500g,47,17521.600000000002
ORD001511,2025-05-10 23:59:45.645053,North,Potato Chips 50g,17,5500.35
ORD001512,2025-04-09 23:59:45.645053,East,Chili Sauce 250g,50,23766.0
ORD001513,,South,Biscuits 200g,1,136.48
ORD001514,2025-05-12 23:59:45.645053,East,Yogurt 500g,27,3357.45
ORD001515,2025-06-03 23:59:45.645053,Central,Chili Sauce 250g,12,4834.32
ORD001516,2026-01-19 23:59:45.645053,North,Yogurt 500g,2,101.5
ORD001517,2025-08-30 23:59:45.645053,Central,Cheese Spread 100g,44,21573.2
ORD001518,2025-02-16 23:59:45.645053,North,Cheese Spread 100g,27,11536.83
ORD001519,2025-07-20 23:59:45.645053,West,Potato Chips 50g,6,2090.64
ORD000421,2025-04-15 23:59:45.645053,South,Cheese Spread 100g,16,3672.8
ORD001521,2025-12-05 23:59:45.645053,East,Water Bottle 1L,6,2855.04
ORD001522,2025-12-26 23:59:45.645053,Central,Paneer 200g,28,4244.240000000001
ORD001523,2026-01-01 23:59:45.645053,North,Cola 500ml,9,3476.16
ORD001524,2025-11-26 23:59:45.645053,South,Potato Chips 50g,48,6914.88
ORD001525,2025-12-13 23:59:45.645053,North,Potato Chips 50g,10,1548.4
ORD001526,2025-10-23 23:59:45.645053,Central,Soy Sauce 200ml,33,16328.4
ORD001527,2025-11-13 23:59:45.645053,South,Namkeen Mix 100g,9,3106.89
ORD001528,2025-11-03 23:59:45.645053,West,Water Bottle 1L,33,12035.429999999998
ORD001529,2025-11-16 23:59:45.645053,North,Chicken Biryani Ready Meal,32,9180.48
ORD001530,2025-12-19 23:59:45.645053,North,Paneer 200g,5,1123.4
ORD001531,2025-11-30 23:59:45.645053,South,Cola 500ml,31,6633.6900000000005
ORD001532,2025-12-03 23:59:45.645053,South,Paneer Curry Ready Meal,17,1055.36
ORD001533,2025-11-30 23:59:45.645053,North,Chicken Biryani Ready Meal,26,8282.82
ORD001534,2025-04-16 23:59:45.645053,West,Biscuits 200g,27,7948.799999999999
ORD001535,,West,Paneer Curry Ready Meal,28,8452.64
ORD001536,2025-08-04 23:59:45.645053,South,Paneer Curry Ready Meal,43,8457.67
ORD001537,2025-12-14 23:59:45.645053,South,Paneer 200g,35,9177.349999999999
ORD001538,2025-11-22 23:59:45.645053,Central,Dal Tadka Ready Meal,13,4789.2
ORD001539,2025-02-21 23:59:45.645053,East,Soy Sauce 200ml,45,9564.75
ORD001540,2025-05-14 23:59:45.645053,West,Cola 500ml,16,1660.8
ORD001541,2025-11-26 23:59:45.645053,East,Milk 1L,1,339.45
ORD001542,2025-12-17 23:59:45.645053,North,Paneer Curry Ready Meal,1,493.23
ORD001543,2025-10-18 23:59:45.645053,South,Water Bottle 1L,7,1218.9099999999999
ORD001544,2026-01-17 23:59:45.645053,North,Cola 500ml,6,2394.18
ORD001545,2025-03-17 23:59:45.645053,South,Chili Sauce 250g,3,1492.8899999999999
ORD001546,2025-06-18 23:59:45.645053,North,Chili Sauce 250g,9,1162.6200000000001
ORD001547,2026-01-02 23:59:45.645053,North,Paneer Curry Ready Meal,30,6723.9
ORD001548,2026-01-23 23:59:45.645053,East,Namkeen Mix 100g,24,11142.72
ORD001549,2025-11-22 23:59:45.645053,West,Potato Chips 50g,24,9276.24
ORD001550,2025-04-03 23:59:45.645053,East,Chili Sauce 250g,29,5601.0599999999995
ORD001551,2025-10-07 23:59:45.645053,South,Paneer 200g,22,5409.14
ORD001552,2025-08-19 23:59:45.645053,Central,Potato Chips 50g,22,6328.08
ORD001553,2025-03-16 23:59:45.645053,Central,Yogurt 500g,4,603.2
ORD001554,2025-05-30 23:59:45.645053,West,Tomato Ketchup 500g,31,2989.64
ORD001555,2025-06-27 23:59:45.645053,South,Potato Chips 50g,26,4927.0
ORD001556,2025-07-28 23:59:45.645053,East,Cola 500ml,14,6509.16
ORD001557,2025-07-01 23:59:45.645053,South,Paneer Curry Ready Meal,26,5063.5
ORD001558,2025-10-15 23:59:45.645053,South,Water Bottle 1L,33,9820.14
ORD001559,2025-12-15 23:59:45.645053,South,Yogurt 500g,5,955.4000000000001
ORD001560,2025-05-13 23:59:45.645053,East,Biscuits 200g,45,10040.4
ORD001561,2025-11-07 23:59:45.645053,South,Soy Sauce 200ml,49,13754.3
ORD001562,2025-12-08 23:59:45.645053,Central,Paneer 200g,11,422.29
ORD001563,2025-05-18 23:59:45.645053,North,Biscuits 200g,9,2296.5299999999997
ORD001564,2025-04-22 23:59:45.645053,East,Mango Juice 1L,39,16746.6
ORD001565,2025-07-09 23:59:45.645053,South,Tomato Ketchup 500g,14,721.0
ORD001566,2025-12-15 23:59:45.645053,Central,Dal Tadka Ready Meal,41,8113.08
ORD001165,2025-11-15 23:59:45.645053,North,Cola 500ml,41,17406.96
ORD001568,2025-04-18 23:59:45.645053,North,Soy Sauce 200ml,20,9766.2
ORD001569,2025-04-01 23:59:45.645053,East,Milk 1L,49,10067.05
ORD001570,2025-04-01 23:59:45.645053,West,Chili Sauce 250g,44,21699.04
ORD001571,2025-02-01 23:59:45.645053,West,Chicken Biryani Ready Meal,16,5117.44
ORD001572,2025-11-27 23:59:45.645053,North,Cola 500ml,50,17197.5
ORD001573,invalid_date,East,Cola 500ml,46,10020.18
ORD001574,2025-08-25 23:59:45.645053,North,Paneer Curry Ready Meal,16,5163.36
ORD001575,2025-06-10 23:59:45.645053,North,Milk 1L,18,195.29999999999998
ORD001576,2025-03-27 23:59:45.645053,North,Biscuits 200g,20,6024.6
ORD001577,2025-04-04 23:59:45.645053,North,Namkeen Mix 100g,29,12923.56
ORD001578,2025-02-03 23:59:45.645053,South,Cheese Spread 100g,22,3829.54
ORD001579,2025-02-16 23:59:45.645053,South,Potato Chips 50g,48,18868.800000000003
ORD001580,,East,Paneer Curry Ready Meal,11,2560.69
ORD001581,2025-12-17 23:59:45.645053,North,Tomato Ketchup 500g,30,13143.300000000001
ORD001582,2025-12-17 23:59:45.645053,North,Cola 500ml,20,5289.2
ORD001583,2025-12-28 23:59:45.645053,Central,Dal Tadka Ready Meal,30,4663.2
ORD001584,2025-05-01 23:59:45.645053,Central,Paneer Curry Ready Meal,37,18116.68
ORD001585,2025-10-04 23:59:45.645053,East,Tomato Ketchup 500g,19,5589.99
ORD001586,2025-12-24 23:59:45.645053,West,Chili Sauce 250g,47,3846.95
ORD001587,2025-04-30 23:59:45.645053,,Biscuits 200g,44,10312.28
ORD001588,2025-04-05 23:59:45.645053,North,Mango Juice 1L,27,6054.21
ORD001589,2025-10-23 23:59:45.645053,West,Paneer 200g,21,8634.57
ORD001590,2025-05-04 23:59:45.645053,East,Cola 500ml,15,4866.150000000001
ORD001591,2025-09-27 23:59:45.645053,South,Cola 500ml,16,1397.28
ORD001592,2025-08-14 23:59:45.645053,South,Cheese Spread 100g,43,16304.74
ORD001593,2025-07-05 23:59:45.645053,Central,Paneer 200g,21,6845.79
ORD001594,2025-10-20 23:59:45.645053,Central,Chili Sauce 250g,25,9884.25
ORD001595,2025-09-21 23:59:45.645053,South,Cola 500ml,47,11939.41
ORD001596,2025-05-26 23:59:45.645053,West,Chicken Biryani Ready Meal,22,3917.98
ORD001597,2025-06-21 23:59:45.645053,East,Biscuits 200g,31,9455.929999999998
ORD001598,2025-06-01 23:59:45.645053,West,Paneer 200g,18,544.86
ORD001599,2026-01-24 23:59:45.645053,East,Chili Sauce 250g,6,2090.94
ORD001600,2025-12-15 23:59:45.645053,South,Yogurt 500g,38,13449.72
ORD001601,invalid_date,West,Paneer Curry Ready Meal,20,8021.599999999999
